Institution,City,State,Zip,Instituion URL,Cost of Attendance,In-state Tuition,Out-of-State Tuition,Average Faculty Salary,Student Spending Ratio
Cuesta College,San Luis Obispo,CA,93403-8106,https://www.cuesta.edu/,14882.0,1338.0,8898.0,9857.0,5.273534635879218
Cuyamaca College,El Cajon,CA,92019,https://www.cuyamaca.edu/,10368.0,1340.0,8760.0,7081.0,5.838292367399741
Cypress College,Cypress,CA,90630-5897,www.cypresscollege.edu/,11261.0,1142.0,6878.0,11560.0,4.775051124744376
De Anza College,Cupertino,CA,95014,www.deanza.edu/,11306.0,1561.0,9526.0,9928.0,3.432418699186992
Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,www.dellarte.com/school,14342.0,13400.0,13400.0,3115.0,5.26257253384913
College of the Desert,Palm Desert,CA,92260,www.collegeofthedesert.edu/,17378.0,1335.0,8615.0,10341.0,10.692408376963352
Design Institute of San Diego,San Diego,CA,92121,www.disd.edu/,37413.0,25649.0,25649.0,5156.0,0.25976264934648385
Diablo Valley College,Pleasant Hill,CA,94523,https://www.dvc.edu/,12756.0,1312.0,8564.0,9201.0,3.5386695511087076
Dominican University of California,San Rafael,CA,94901-2298,https://www.dominican.edu/,64877.0,46940.0,46940.0,9020.0,0.6630734849480742
Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,https://www.dspt.edu/,41123.0,24080.0,27525.0,3582.0,1.35095472358876
East Los Angeles College,Monterey Park,CA,91754-6099,www.elac.edu/,17369.0,1220.0,8110.0,10048.0,8.554711246200608
El Camino Community College District,Torrance,CA,90506,www.elcamino.edu/,17714.0,1144.0,6880.0,9685.0,4.332725615314494
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,www.emperors.edu/,18031.666666666668,1215.3333333333333,7251.333333333333,6806.0,0.2579115455337269
Empire College,Santa Rosa,CA,95403-2126,www.empcol.edu/,18349.33333333333,1286.6666666666667,7622.666666666667,3927.0,0.5292237442922374
Evergreen Valley College,San Jose,CA,95135-1598,www.evc.edu/,18667.0,1358.0,7994.0,10824.0,8.426636568848759
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,www.fidm.edu/,49140.0,32732.0,32732.0,3993.0,0.1881588020884642
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,94108-5805,www.fidm.edu/,46260.0,32732.0,32732.0,6474.0,0.18815056546446857
Feather River Community College District,Quincy,CA,95971-9124,www.frc.edu/,16379.0,1461.0,9441.0,8955.0,7.854901960784313
Fielding Graduate University,Santa Barbara,CA,93105-3538,www.fielding.edu/,15020.333333333334,1495.0,9470.0,6647.0,0.5117303331589046
Five Branches University,Santa Cruz,CA,95062,www.fivebranches.edu/,13661.666666666666,1529.0,9499.0,4348.0,0.25149449396958573
Foothill College,Los Altos Hills,CA,94022,https://foothill.edu/,12303.0,1563.0,9528.0,10207.0,3.4364864864864866
Franciscan School of Theology,San Diego,CA,92110,www.fst.edu/,11662.5,1433.5,8596.0,5680.0,1.4631823461091753
Fresno City College,Fresno,CA,93741,www.fresnocitycollege.edu/,11022.0,1304.0,7664.0,9499.0,8.87885462555066
Fresno Pacific University,Fresno,CA,93702-4709,www.fresno.edu/,43780.0,32950.0,32950.0,7517.0,0.370912278335918
Fuller Theological Seminary,Pasadena,CA,91182,www.fuller.edu/,28603.5,17046.0,19674.0,7473.0,0.9854526334238892
Fullerton College,Fullerton,CA,92832-2095,www.fullcoll.edu/,13427.0,1142.0,6398.0,11750.0,4.775129533678756
Gavilan College,Gilroy,CA,95020,https://www.gavilan.edu/,12311.0,1166.0,7214.0,9972.0,6.40167865707434
Glendale Community College,Glendale,CA,91208-2894,https://www.glendale.edu/,9706.0,1175.0,6575.0,9500.0,7.510957324106113
Glendale Career College,Glendale,CA,91203,www.success.edu/,10117.0,1176.6666666666667,6984.666666666667,4167.0,0.3988408221797323
Golden Gate University-San Francisco,San Francisco,CA,94105-2968,www.ggu.edu/,10528.0,1178.3333333333333,7394.333333333333,11339.0,0.41841247152365213
Golden West College,Huntington Beach,CA,92647-2710,www.goldenwestcollege.edu/,10939.0,1180.0,7804.0,11145.0,3.089904200442152
Graduate Theological Union,Berkeley,CA,94709,www.gtu.edu/,10524.5,1255.0,8277.0,8524.0,1.3126360261170145
Grossmont College,El Cajon,CA,92020-1799,https://www.grossmont.edu/,10110.0,1330.0,8750.0,7751.0,5.839203675344564
Hartnell College,Salinas,CA,93901,www.hartnell.edu/,11661.0,1420.0,8960.0,9173.0,12.101321585903083
Harvey Mudd College,Claremont,CA,91711,https://www.hmc.edu/,76953.0,58660.0,58660.0,14397.0,1.0034986442753433
Holy Names University,Oakland,CA,94619-1699,www.hnu.edu/,56509.0,40102.0,40102.0,8173.0,0.637333170820891
Pacifica Graduate Institute,Carpinteria,CA,93013,www.pacifica.edu/,40503.0,23983.0,29923.0,7278.0,0.3568210615233
Humboldt State University,Arcata,CA,95521-8299,www.humboldt.edu/,24497.0,7864.0,19744.0,9828.0,1.952026286966046
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,www.humphreys.edu/,24673.0,14580.0,14580.0,5550.0,0.4359697386519945
Imperial Valley College,Imperial,CA,92251-0158,www.imperial.edu/,9450.0,1125.0,6093.0,9712.0,10.322645290581162
Institute for Business and Technology,Santa Clara,CA,95051-1303,https://ibt.edu/,20130.0,9687.5,12171.5,5519.0,0.29607533064979874
Interior Designers Institute,Newport Beach,CA,92660,https://www.idi.edu/,30810.0,18250.0,18250.0,8367.0,0.16876896813353567
Irvine Valley College,Irvine,CA,92618-0301,www.ivc.edu/,10550.0,1144.0,6952.0,10786.0,2.73145108338805
John F. Kennedy University,Pleasant Hill,CA,94523-4817,https://www.jfku.edu/,10674.0,8500.0,8500.0,6342.0,0.5976541587579696
American Jewish University,Los Angeles,CA,90077-1519,www.aju.edu/,10798.0,4902.0,8082.0,3906.0,1.1294809124767224
Reedley College,Reedley,CA,93654,www.reedleycollege.edu/,10922.0,1304.0,7664.0,9323.0,7.822141560798548
Life Pacific University,San Dimas,CA,91773-3298,https://www.lifepacific.edu/,28917.0,16592.0,16592.0,6382.0,0.44843974175035867
University of La Verne,La Verne,CA,91750-4401,www.laverne.edu/,58014.0,44550.0,44550.0,9494.0,0.4730507587650445
Laguna College of Art and Design,Laguna Beach,CA,92651,www.lcad.edu/,49066.0,31600.0,31600.0,9183.0,0.49514645057820544
Lake Tahoe Community College,South Lake Tahoe,CA,96150,www.ltcc.edu/,14615.0,1224.0,8127.0,8080.0,3.4339386349405134
Laney College,Oakland,CA,94607,laney.edu/,18437.0,1257.0,7785.0,9164.0,3.9463806970509383
Lassen Community College,Susanville,CA,96130,www.lassencollege.edu/,16281.0,1127.0,7487.0,8438.0,5.730202578268877
Life Chiropractic College West,Hayward,CA,94545-2800,www.lifewest.edu/,22925.0,6178.5,9358.5,7294.0,0.41341187131853196
Lincoln University,Oakland,CA,94612-2801,www.lincolnuca.edu/,29569.0,11230.0,11230.0,5157.0,0.35417775412453434
Southern California Seminary,El Cajon,CA,92019-1108,www.socalsem.edu/,36213.0,16884.0,16884.0,4364.0,0.4760751758330451
La Sierra University,Riverside,CA,92505-8247,https://lasierra.edu/,46672.0,33570.0,33570.0,8123.0,0.3017778241658839
Loma Linda University,Loma Linda,CA,92350,www.llu.edu/index.html,28516.5,17563.0,22123.0,8183.0,0.9611480478262059
Long Beach City College,Long Beach,CA,90808-1706,www.lbcc.edu/,10361.0,1556.0,10676.0,7128.0,5.817283950617284
Southern California University of Health Sciences,Whittier,CA,90604,www.scuhs.edu/,19390.0,7150.0,7150.0,7096.0,0.515756614805272
Los Angeles Harbor College,Wilmington,CA,90744-2397,www.lahc.edu/,17109.0,1220.0,7746.0,9860.0,8.655328798185941
Los Angeles Pierce College,Woodland Hills,CA,91371-0002,www.piercecollege.edu/,17298.0,1220.0,8110.0,9889.0,7.44015444015444
Los Angeles Southwest College,Los Angeles,CA,90047-4899,www.lasc.edu/,14194.0,1220.0,8110.0,9759.0,26.381201044386422
Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,www.lattc.edu/,14075.0,1220.0,8110.0,9974.0,15.482328482328482
Los Angeles Valley College,Valley Glen,CA,91401-4096,www.lavc.edu/,16833.0,1220.0,8110.0,9886.0,7.960170697012802
The Master's University and Seminary,Santa Clarita,CA,91321-1200,www.masters.edu/,40402.0,25350.0,25350.0,8341.0,0.6627997508564311
Los Angeles City College,Los Angeles,CA,90029,www.lacitycollege.edu/,14285.0,1220.0,8110.0,10338.0,11.036096256684491
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,dhs.lacounty.gov/wps/portal/dhs/conah/,15481.5,1220.0,8110.0,9798.0,8.940447318781999
Los Angeles Mission College,Sylmar,CA,91342-3200,www.lamission.edu/,16678.0,1220.0,8110.0,9904.0,13.64376130198915
Los Medanos College,Pittsburg,CA,94565,https://www.losmedanos.edu/,12516.0,1312.0,8564.0,6832.0,9.737430167597765
Loyola Marymount University,Los Angeles,CA,90045-2659,https://www.lmu.edu/,67017.0,50683.0,50683.0,12054.0,0.5189421015010722
MTI College,Sacramento,CA,95841-9817,www.mticollege.edu/,40659.0,26088.5,30198.5,3788.0,0.2982832618025751
College of Marin,Kentfield,CA,94904-2590,www.marin.edu/,14301.0,1494.0,9714.0,11144.0,9.323119777158775
Marymount California University,Rancho Palos Verdes,CA,90275-6299,www.marymountcalifornia.edu/,53206.0,36134.0,36134.0,7818.0,0.2989333965394643
Mendocino College,Ukiah,CA,95482,www.mendocino.edu/,13593.0,1423.0,7993.0,9074.0,14.993322203672788
Menlo College,Atherton,CA,94027-4301,www.menlo.edu/,59469.0,44305.0,44305.0,11615.0,0.4462516156828953
Merced College,Merced,CA,95348-2898,www.mccd.edu/,18123.0,1158.0,6318.0,8677.0,7.984104046242774
Merritt College,Oakland,CA,94619-3196,www.merritt.edu/,16953.0,1257.0,7785.0,9293.0,2.989010989010989
Mills College,Oakland,CA,94613,https://www.mills.edu/,46493.0,30877.0,30877.0,9429.0,0.8024729680790522
MiraCosta College,Oceanside,CA,92056-3899,www.miracosta.edu/,9082.0,1152.0,7512.0,12908.0,5.328278322925959
Mission College,Santa Clara,CA,95054-1897,www.missioncollege.edu/,12395.0,1192.0,6280.0,10790.0,6.911191335740072
Modesto Junior College,Modesto,CA,95350-5800,www.mjc.edu/,16844.0,1176.0,7536.0,9900.0,7.865319865319865
Middlebury Institute of International Studies at Monterey,Monterey,CA,93940,www.middlebury.edu/institute/,16761.5,1176.0,7536.0,10132.0,0.5993363456650663
Monterey Peninsula College,Monterey,CA,93940-4799,www.mpc.edu/,16679.0,1176.0,7536.0,8814.0,5.820562560620757
Moorpark College,Moorpark,CA,93021-1695,www.moorparkcollege.edu/index.shtml,9372.0,1394.0,7398.0,8692.0,3.720519962859796
Mt San Antonio College,Walnut,CA,91789-1399,www.mtsac.edu/,9759.0,1350.0,9610.0,10504.0,6.76171875
Mount Saint Mary's University,Los Angeles,CA,90049-1599,https://www.msmu.edu/,56275.0,42792.0,42792.0,8904.0,0.5266713152619192
Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,www.msjc.edu/,12404.0,1406.0,10256.0,10337.0,9.386029411764707
Musicians Institute,Hollywood,CA,90028,www.mi.edu/,39503.0,24795.0,24795.0,3394.0,0.30946193498913643
Napa Valley College,Napa,CA,94558-6236,www.napavalley.edu/,19232.0,1142.0,7502.0,9362.0,4.299917149958575
National University,La Jolla,CA,92037-1011,www.nu.edu/,29062.666666666664,13320.0,13320.0,10242.0,0.35873371620675165
Naval Postgraduate School,Monterey,CA,93943,https://www.nps.edu/,38893.33333333333,20853.0,20853.0,13940.0,0.3723308173666215
Newschool of Architecture and Design,San Diego,CA,92101,www.newschoolarch.edu/,48724.0,28386.0,28386.0,7398.0,0.3839392489834968
North-West College-West Covina,West Covina,CA,91790,www.north-westcollege.edu/,51911.5,32491.0,32491.0,3653.0,0.25977121067683506
Notre Dame de Namur University,Belmont,CA,94002-1908,www.ndnu.edu/,55099.0,36596.0,36596.0,9199.0,0.48360042735042735
Occidental College,Los Angeles,CA,90041-3392,https://www.oxy.edu/,74132.0,56576.0,56576.0,11317.0,0.7220655682011211
Ohlone College,Fremont,CA,94539-0390,www.ohlone.edu/,16534.0,1164.0,7524.0,11625.0,3.1024242424242425
Orange Coast College,Costa Mesa,CA,92626,www.orangecoastcollege.edu/,11120.0,1188.0,7836.0,10996.0,3.088996763754045
Otis College of Art and Design,Los Angeles,CA,90045-3505,www.otis.edu/,64291.0,48380.0,48380.0,7840.0,0.6341966469253661
Oxnard College,Oxnard,CA,93033-6699,www.oxnardcollege.edu/,9146.0,1394.0,7398.0,8779.0,10.336384439359268
Hope International University,Fullerton,CA,92831-3199,www.hiu.edu/,43853.0,33400.0,33400.0,5466.0,0.5047610156833457
Concorde Career College-San Diego,San Diego,CA,92113-1964,https://www.concorde.edu/campus/san-diego-california,43774.5,26829.33333333333,26829.33333333333,6538.0,0.42306351530363245
Palo Alto University,Palo Alto,CA,94304-1337,www.paloaltou.edu/,43696.0,20258.666666666664,20258.666666666664,12325.0,0.6586409645727895
Pacific Oaks College,Pasadena,CA,91103,https://www.pacificoaks.edu/,43617.5,13688.0,13688.0,6264.0,0.3007332878581173
Pacific School of Religion,Berkeley,CA,94709,www.psr.edu/,43539.0,15394.0,15394.0,9018.0,2.9004807692307693
Pacific States University,Los Angeles,CA,90010-2263,www.psuca.edu/,43460.5,17100.0,17100.0,3500.0,0.30478480700456284
Pacific Union College,Angwin,CA,94508-9707,https://www.puc.edu/,43382.0,30813.0,30813.0,6351.0,0.8665738835773932
University of the Pacific,Stockton,CA,95211-0197,www.pacific.edu/,63482.0,49588.0,49588.0,11128.0,0.6629120473022913
Palo Verde College,Blythe,CA,92225,https://www.paloverde.edu/,14613.0,1288.0,9330.0,9066.0,18.7406015037594
Palomar College,San Marcos,CA,92069-1487,www2.palomar.edu/,11471.0,1338.0,8898.0,10592.0,5.994575045207957
Pasadena City College,Pasadena,CA,91106-2003,pasadena.edu/,11246.0,1168.0,7552.0,9258.0,3.5260492040520983
Pepperdine University,Malibu,CA,90263,www.pepperdine.edu/,73002.0,55892.0,55892.0,12603.0,0.3936773752563226
Pitzer College,Claremont,CA,91711-6101,https://www.pitzer.edu/,73300.0,56018.0,56018.0,11852.0,0.46546432766263784
Platt College-San Diego,San Diego,CA,92115-3919,www.platt.edu/,31563.0,17235.0,17235.0,3929.0,0.32699851210604625
Point Loma Nazarene University,San Diego,CA,92106-2899,www.pointloma.edu/,50979.0,36950.0,36950.0,10429.0,0.4146784715750233
Pomona College,Claremont,CA,91711-6319,www.pomona.edu/,71906.0,54762.0,54762.0,13699.0,1.6385250277173244
Porterville College,Porterville,CA,93257,www.portervillecollege.edu/,10878.0,1414.0,8284.0,10647.0,14.922857142857143
Santa Ana College,Santa Ana,CA,92706-3398,www.sac.edu/,11161.0,1160.0,8360.0,11078.0,7.27906976744186
Pardee RAND Graduate School,Santa Monica,CA,90401-3208,www.prgs.edu/,39061.5,26070.0,29670.0,10700.0,0.6062723431914202
University of Redlands,Redlands,CA,92373-0999,www.redlands.edu/,66962.0,50980.0,50980.0,10322.0,0.6803361145629919
College of the Redwoods,Eureka,CA,95501-9300,www.redwoods.edu/,11689.0,1182.0,6822.0,7435.0,7.485374771480805
Rio Hondo College,Whittier,CA,90601-1616,www.riohondo.edu/,11985.0,1360.0,8584.0,10038.0,12.994642857142857
Riverside City College,Riverside,CA,92506,www.rcc.edu/riverside/,12376.0,1420.0,9370.0,11520.0,8.235131396957122
Dongguk University Los Angeles,Los Angeles,CA,90020-1704,www.dula.edu/,12234.5,1262.0,9149.0,4589.0,0.5368056890255621
Sacramento City College,Sacramento,CA,95822-1386,https://www.scc.losrios.edu/,12093.0,1104.0,8928.0,8695.0,7.5
Saddleback College,Mission Viejo,CA,92692-3635,www.saddleback.edu/,11914.0,1330.0,9590.0,11147.0,2.54364471669219
Samuel Merritt University,Oakland,CA,94609,www.samuelmerritt.edu/,12640.5,1237.0,8535.0,10914.0,0.579670591222113
San Diego City College,San Diego,CA,92101-4787,www.sdcity.edu/,13367.0,1144.0,7480.0,8993.0,8.061643835616438
San Diego Mesa College,San Diego,CA,92111-4998,www.sdmesa.edu/,12685.0,1144.0,7480.0,8904.0,7.922330097087379
San Diego Miramar College,San Diego,CA,92126-2999,www.sdmiramar.edu/,12019.0,1144.0,7480.0,8922.0,8.229752066115703
San Diego State University,San Diego,CA,92182-0001,www.sdsu.edu/,23054.0,7510.0,19390.0,11074.0,1.1394583270986085
University of San Diego,San Diego,CA,92110-2492,www.sandiego.edu/,66818.0,51186.0,51186.0,12392.0,0.5245598997824223
San Francisco Art Institute,San Francisco,CA,94133-2299,www.sfai.edu/,71486.0,46614.0,46614.0,9689.0,0.40181249395297836
San Francisco Conservatory of Music,San Francisco,CA,94102-6011,https://sfcm.edu/,66900.0,47560.0,47560.0,13620.0,1.1518107547860017
San Francisco State University,San Francisco,CA,94132,www.sfsu.edu/,24839.0,7266.0,19146.0,10945.0,1.571182218815865
University of Redlands Graduate School of Theology,San Anselmo,CA,94960-0000,www.sfts.edu,46127.5,28774.0,34714.0,13848.0,0.680295965162434
University of San Francisco,San Francisco,CA,94117-1080,https://www.usfca.edu/,67416.0,50282.0,50282.0,13021.0,0.6128893662728249
San Joaquin College of Law,Clovis,CA,93612-1312,www.sjcl.edu/,42939.0,25785.0,29495.0,8791.0,0.32029932090488344
San Joaquin Delta College,Stockton,CA,95207,www.deltacollege.edu/,18462.0,1288.0,8708.0,9979.0,10.678260869565218
San Joaquin Valley College-Visalia,Visalia,CA,93291-9283,www.sjvc.edu/,33444.0,18119.0,21829.0,5369.0,0.37634576376969886
William Jessup University,Rocklin,CA,95765-3707,www.jessup.edu/,48426.0,34950.0,34950.0,7081.0,0.410410604591012
San Jose City College,San Jose,CA,95128-2798,www.sjcc.edu/,18026.0,1362.0,9118.0,11066.0,8.373617021276596
San Jose State University,San Jose,CA,95192-0001,www.sjsu.edu/,24649.0,7852.0,19732.0,10698.0,1.282118591723286
College of San Mateo,San Mateo,CA,94402-3784,www.collegeofsanmateo.edu/,9731.0,1434.0,9094.0,10497.0,4.220454545454546
Santa Barbara Business College-Bakersfield,Bakersfield,CA,93309,sbbcollege.edu/,21291.0,11658.0,11658.0,6384.0,0.26819744740369483
Santa Barbara Business College-Santa Maria,Santa Maria,CA,93454,sbbcollege.edu/,19267.0,11658.0,11658.0,5999.0,0.3835848258355662
Santa Barbara City College,Santa Barbara,CA,93109-2394,www.sbcc.edu/,14742.0,1374.0,8326.0,8047.0,3.9173262972735268
Santa Clara University,Santa Clara,CA,95053,www.scu.edu/,71335.0,53634.0,53634.0,12949.0,0.5755176256671946
Santa Monica College,Santa Monica,CA,90405-1628,www.smc.edu/,11212.0,1144.0,8840.0,11163.0,2.5479498475093187
Santa Rosa Junior College,Santa Rosa,CA,95401-4395,www.santarosa.edu/,13748.0,1324.0,8170.0,9906.0,7.011406844106464
Saybrook University,Pasadena,CA,91103,https://www.saybrook.edu/,43752.0,29256.0,32679.0,6384.0,0.42782101167315173
Scripps College,Claremont,CA,91711-3905,www.scrippscollege.edu/,73756.0,57188.0,57188.0,11682.0,0.6910829671749806
College of the Sequoias,Visalia,CA,93277-2214,www.cos.edu/,8688.0,1390.0,7830.0,9532.0,10.418478260869565
Shasta Bible College and Graduate School,Redding,CA,96002,www.shasta.edu/,24575.0,12860.0,12860.0,3292.0,0.6074696265186741
Shasta College,Redding,CA,96003,https://www.shastacollege.edu/,10903.0,1186.0,6802.0,7870.0,7.207575757575758
Sierra College,Rocklin,CA,95677-3397,https://www.sierracollege.edu/,11127.0,1144.0,6214.0,7183.0,3.6569282136894823
Trinity Law School,Santa Ana,CA,92705,tls.edu/,27410.0,16527.0,19062.0,8120.0,0.34243973042652315
Simpson University,Redding,CA,96003-8606,www.simpsonu.edu/,43693.0,31910.0,31910.0,5763.0,0.7741173692289527
College of the Siskiyous,Weed,CA,96094-2899,www.siskiyous.edu/,15377.0,1156.0,7348.0,8122.0,7.039951573849879
Skyline College,San Bruno,CA,94066-1698,skylinecollege.edu/,9201.0,1464.0,9654.0,10793.0,4.219607843137255
San Bernardino Valley College,San Bernardino,CA,92410-2798,www.valleycollege.edu/,14752.0,1238.0,5500.0,9887.0,7.584
